,Current_Page_Url,Title,Links,Images_with_url,Paragraph,Heading1,Heading2,Heading3,Heading4,Heading5,UnorderList,TableData
0,https://www.namal.edu.pk/academic-calendar,Namal Institute,https://namal.edu.pk/,https://namal.edu.pk/uploads/logo22869383.png,Please visit our fundraising website below:,Academics, , , ,To Contribute,"
    ", 
1, , ,https://namal.edu.pk/academic-calendar,https://namal.edu.pk/uploads/logo4980416.png,"Due to the pandemic situation, the Academic Calendar for Fall 2020 was followed with changes as below.",Academic Calendar 2020-21, , , ,"
					Visiting Namal",Academic Calendar, 
2, , ,https://namal.edu.pk/people#faculty, ,"The academic activities are being followed during Spring 2021 Semester as below. Present schedule is shown up to 15th of May, 2021 and is subject to changes as per recommendations of the NCOC and orders of the Government from time-to-tme. The dates and modes of Mid and Final exams are yet to be determined.",Academic Calendar Fall 2020 [Revised], , , ,"
					Important Links","
    ", 
3, , ,https://namal.edu.pk/quality-enhancement-cell, , ,Academic Calendar Spring 2021 [Subject to revision], , , ,"
					Resources",|, 
4, , ,https://lms.namal.edu.pk/, , , , , , , ,"   
    ", 
5, , ,http://library.namal.edu.pk/, , , , , , , ,Faculty, 
6, , ,https://namal.edu.pk/contact-us, , , , , , , ,"
    ", 
7, , ,#about, , , , , , , ,|, 
8, , ,https://namal.edu.pk/chairmans-message, , , , , , , ,"
    ", 
9, , ,https://namal.edu.pk/vision-and-mission, , , , , , , ,QEC, 
10, , ,https://namal.edu.pk/core-values, , , , , , , ,"
    ", 
11, , ,https://namal.edu.pk/the-namal-story, , , , , , , ,|, 
12, , ,https://namal.edu.pk/namal-knowledge-city, , , , , , , ,"
    ", 
13, , ,https://namal.edu.pk/people, , , , , , , ,NULMS, 
14, , ,https://namal.edu.pk/quality-enhancement-cell, , , , , , , ,"
    ", 
15, , ,#academics, , , , , , , ,|, 
16, , ,https://namal.edu.pk/academic-calendar, , , , , , , ,"
    ", 
17, , ,https://namal.edu.pk/student-handbook, , , , , , , ,Library, 
18, , ,#departments, , , , , , , ,"
    ", 
19, , ,#, , , , , , , ,|, 
20, , ,https://namal.edu.pk/department-of-electrical-engineering, , , , , , , ,"
    ", 
21, , ,https://namal.edu.pk/department-of-computer-science, , , , , , , ,Contact Us, 
22, , ,https://namal.edu.pk/department-of-business-studies, , , , , , , ,"
", 
23, , ,https://namal.edu.pk/department-of-mathematics, , , , , , , ,"
        ", 
24, , ,#, , , , , , , ,About        , 
25, , ,https://namal.edu.pk/office-of-the-registrar, , , , , , , ,        , 
26, , ,https://namal.edu.pk/office-of-the-coe, , , , , , , ,"
                ", 
27, , ,https://namal.edu.pk/office-of-the-treasurer, , , , , , , ,"

                      ", 
28, , ,#admissions, , , , , , , ,Chairman's Message, 
29, , ,https://namal.edu.pk/apply, , , , , , , ,"
                            ", 
30, , ,https://namal.edu.pk/why-namal, , , , , , , ,Vision And Mission, 
31, , ,https://namal.edu.pk/admission-timeline, , , , , , , ,"
                            ", 
32, , ,https://namal.edu.pk/admission-criteria, , , , , , , ,Core Values, 
33, , ,https://namal.edu.pk/entry-test-guidelines, , , , , , , ,"
                            ", 
34, , ,https://namal.edu.pk/financial-aid, , , , , , , ,The Namal Story, 
35, , ,https://namal.edu.pk/fee-structure, , , , , , , ,"
                            ", 
36, , ,https://namal.edu.pk/deposit-slip, , , , , , , ,Namal Knowledge City, 
37, , ,https://namal.edu.pk/faqs, , , , , , , ,"
                            ", 
38, , ,#life-at-namal, , , , , , , ,People, 
39, , ,https://namal.edu.pk/workshops-and-seminars, , , , , , , ,"
                            ", 
40, , ,https://namal.edu.pk/facilities, , , , , , , ,Quality Enhancement Cell, 
41, , ,https://namal.edu.pk/green-namal, , , , , , , ,"
                      ", 
42, , ,https://namal.edu.pk/news-events, , , , , , , ,"	
            ", 
43, , ,https://namal.edu.pk/apply, , , , , , , ,"
        ", 
44, , ,, , , , , , , ,Academics        , 
45, , ,https://www.namalknowledgecity.com/, , , , , , , ,        , 
46, , ,https://namal.edu.pk/academic-calendar, , , , , , , ,"
                ", 
47, , ,https://namal.edu.pk/people#faculty, , , , , , , ,"

                      ", 
48, , ,https://namal.edu.pk/quality-enhancement-cell, , , , , , , ,Academic Calendar, 
49, , ,https://lms.namal.edu.pk/, , , , , , , ,"
                            ", 
50, , ,http://library.namal.edu.pk/, , , , , , , ,Student Handbook, 
51, , ,https://namal.edu.pk/contact-us, , , , , , , ,"
                      ", 
52, , ,https://namal.edu.pk/academic-calendar, , , , , , , ,"	
            ", 
53, , ,https://namal.edu.pk/student-handbook, , , , , , , ,"
        ", 
54, , ,#, , , , , , , ,Departments        , 
55, , ,#, , , , , , , ,        , 
56, , ,/, , , , , , , ,"
                ", 
57, , ,https://www.namalknowledgecity.com, , , , , , , ,"

                      ", 
58, , ,https://namal.edu.pk/apply, , , , , , , ,Academic Departments, 
59, , ,/academic-calendar, , , , , , , ,"
              ", 
60, , ,, , , , , , , ,"
                            ", 
61, , ,/people#faculty, , , , , , , ,Department Of Electrical Engineering, 
62, , ,https://nulms.namal.edu.pk, , , , , , , ,"
                            ", 
63, , ,http://library.namal.edu.pk, , , , , , , ,Department Of Computer Science, 
64, , ,#!, , , , , , , ,"
                            ", 
65, , ,/facilities, , , , , , , ,Department Of Business Studies, 
66, , ,https://www.facebook.com/NAmalInstitute/, , , , , , , ,"
                            ", 
67, , ,https://twitter.com/namaledu, , , , , , , ,Department Of Mathematics, 
68, , ,https://www.instagram.com/namalknowledgecity/, , , , , , , ,"
                            ", 
69, , ,mailto:info@namal.edu.pk, , , , , , , ,"
              
              ", 
70, , ,https://www.youtube.com/channel/UCWfFHczAYAn-mfqMgmmKsVQ, , , , , , , ,"
                            ", 
71, , ,https://forecast7.com/en/32d6771d81/namal/, , , , , , , ,Administrative Departments, 
72, , ,https://namal.edu.pk/, , , , , , , ,"
              ", 
73, , , , , , , , , , ,"
                            ", 
74, , , , , , , , , , ,Office Of The Registrar, 
75, , , , , , , , , , ,"
                            ", 
