,Current_Page_Url,Title,Links,Images_with_url,Paragraph,Heading1,Heading2,Heading3,Heading4,Heading5,UnorderList,TableData
69, , ,/people#faculty, , , , , , , ,"
              
              ","
											CS-130"
70, , ,https://nulms.namal.edu.pk, , , , , , , ,"
                            ","
										"
71, , ,http://library.namal.edu.pk, , , , , , , ,Administrative Departments,"
											Introduction to Computer Science"
72, , ,#!, , , , , , , ,"
              ","
										"
73, , ,/facilities, , , , , , , ,"
                            ","
											3"
74, , ,https://www.facebook.com/NAmalInstitute/, , , , , , , ,Office Of The Registrar,"
										"
75, , ,https://twitter.com/namaledu, , , , , , , ,"
                            ","
											1"
76, , ,https://www.instagram.com/namalknowledgecity/, , , , , , , ,Office Of The CoE,"
										"
77, , ,mailto:info@namal.edu.pk, , , , , , , ,"
                            ","
											 "
78, , ,https://www.youtube.com/channel/UCWfFHczAYAn-mfqMgmmKsVQ, , , , , , , ,Office Of The Treasurer,"
									"
79, , ,https://forecast7.com/en/32d6771d81/namal/, , , , , , , ,"
                            ","
									"
80, , ,https://namal.edu.pk/, , , , , , , ,"
              
              ","
										"
81, , , , , , , , , , ,"
                      ","
											 "
82, , , , , , , , , , ,"	
            ","
										"
83, , , , , , , , , , ,"
        ","
											15"
84, , , , , , , , , , ,Admissions        ,"
										"
85, , , , , , , , , , ,        ,"
											3"
86, , , , , , , , , , ,"
                ","
										"
87, , , , , , , , , , ,"

                      ","
											 "
88, , , , , , , , , , ,Apply Now,"
									"
89, , , , , , , , , , ,"
                            ","
								"
90, , , , , , , , , , ,Why Namal?,"
"
91, , , , , , , , , , ,"
                            ",								
92, , , , , , , , , , ,Admission Timeline,"
									"
93, , , , , , , , , , ,"
                            ","
										"
94, , , , , , , , , , ,Admission Criteria,"
											Semester 2"
95, , , , , , , , , , ,"
                            ","
									"
96, , , , , , , , , , ,Entry Test Guidelines,"
									"
97, , , , , , , , , , ,"
                            ","
										"
98, , , , , , , , , , ,Financial Aid,"
											Code"
99, , , , , , , , , , ,"
                            ","
										"
100, , , , , , , , , , ,Fee Structure,"
											Course"
101, , , , , , , , , , ,"
                            ","
										"
102, , , , , , , , , , ,Deposit Slip,"
											Theory"
103, , , , , , , , , , ,"
                            ","
										"
104, , , , , , , , , , ,FAQs,"
											Lab"
105, , , , , , , , , , ,"
                      ","
										"
106, , , , , , , , , , ,"	
            ","
											Pre-req"
107, , , , , , , , , , ,"
        ","
									"
108, , , , , , , , , , ,Life At Namal        ,"
								"
109, , , , , , , , , , ,        ,"
								"
110, , , , , , , , , , ,"
                ","
									"
111, , , , , , , , , , ,"

                      ","
										"
112, , , , , , , , , , ,Workshops And Seminars,"
											SS-102"
113, , , , , , , , , , ,"
                            ","
										"
114, , , , , , , , , , ,Facilities,"
											Islamic studies and ethics"
115, , , , , , , , , , ,"
                            ","
										"
116, , , , , , , , , , ,Green Namal,"
											3"
117, , , , , , , , , , ,"
                      ","
										"
118, , , , , , , , , , ,"	
            ","
											0"
119, , , , , , , , , , ,"
        ","
										"
120, , , , , , , , , , ,News & Events                ,"
											 "
121, , , , , , , , , , ,"
            ","
									"
122, , , , , , , , , , ,"
        ","
									"
123, , , , , , , , , , ,Apply Online                ,"
										"
124, , , , , , , , , , ,"
            ","
											ECO-110"
125, , , , , , , , , , ,"
        ","
										"
126, , , , , , , , , , ,Contribute,"
											Principles of Microeconomics"
127, , , , , , , , , , ,"
    ","
										"
128, , , , , , , , , , ,"
","
											3"
129, , , , , , , , , , ,"
    ","
										"
130, , , , , , , , , , ,Academic Calendar,"
											0"
131, , , , , , , , , , ,"
    ","
										"
132, , , , , , , , , , ,|,"
											 "
133, , , , , , , , , , ,"   
    ","
									"
134, , , , , , , , , , ,Faculty,"
									"
135, , , , , , , , , , ,"
    ","
										"
136, , , , , , , , , , ,|,"
											SS-101"
137, , , , , , , , , , ,"
    ","
										"
138, , , , , , , , , , ,QEC,"
											Introduction to Philosophy"
139, , , , , , , , , , ,"
    ","
										"
140, , , , , , , , , , ,|,"
											3"
141, , , , , , , , , , ,"
    ","
										"
142, , , , , , , , , , ,NULMS,"
											0"
143, , , , , , , , , , ,"
    ","
										"
144, , , , , , , , , , ,|,"
											 "
145, , , , , , , , , , ,"
    ","
									"
146, , , , , , , , , , ,Library,"
									"
147, , , , , , , , , , ,"
    ","
										"
148, , , , , , , , , , ,|,"
											SS-104B"
149, , , , , , , , , , ,"
    ","
										"
150, , , , , , , , , , ,Contact Us,"
											Great Books"
151, , , , , , , , , , ,"
","
										"
152, , , , , , , , , , ,"
                            ","
											1"
153, , , , , , , , , , ,Academic Departments                ,"
										"
154, , , , , , , , , , ,"
                                  ","
											0"
155, , , , , , , , , , ,"
              Department of Electrical Engineering","
										"
156, , , , , , , , , , ,"
                                  ","
											 "
157, , , , , , , , , , ,"
              Department of Computer Science","
									"
158, , , , , , , , , , ,"
                                  ","
									"
159, , , , , , , , , , ,"
              Department of Business Studies","
										"
160, , , , , , , , , , ,"
                                  ","
											MTH-124"
161, , , , , , , , , , ,"
              Department of Mathematics","
										"
162, , , , , , , , , , ,"
                                ","
											Probability and statistics"
163, , , , , , , , , , ,"
                              ","
										"
164, , , , , , , , , , ,Administrative Departments                ,"
											3"
165, , , , , , , , , , ,"
                                  ","
										"
166, , , , , , , , , , ,"
              Office of the Registrar","
											0"
167, , , , , , , , , , ,"
                                  ","
										"
168, , , , , , , , , , ,"
              Office of the CoE","
											 "
169, , , , , , , , , , ,"
                                  ","
									"
170, , , , , , , , , , ,"
              Office of the Treasurer","
									"
171, , , , , , , , , , ,"
                                ","
										"
172, , , , , , , , , , ,"
                      ","
											MKT-110"
173, , , , , , , , , , ,"
                ","
										"
174, , , , , , , , , , ,Home,"
											Principles of Marketing"
175, , , , , , , , , , ,"
                
                                ","
										"
176, , , , , , , , , , ,"
                ","
											3"
177, , , , , , , , , , ,Departments,"
										"
178, , , , , , , , , , ,"
                                ","
											0"
179, , , , , , , , , , ,"
                ","
										"
180, , , , , , , , , , ,Department Of Business Studies,"
											 "
181, , , , , , , , , , ,"
                              ","
									"
182, , , , , , , , , , ,"
							","
									"
183, , , , , , , , , , ,"
								To introduce and familiarize students with a broad range of Business disciplines and functions.","
										"
184, , , , , , , , , , ,"
							","
											 "
185, , , , , , , , , , ,"
								To familiarize students with a wide range of problem-solving techniques used in the business decision-making process.","
										"
186, , , , , , , , , , ,"
							","
											16"
187, , , , , , , , , , ,"
								To expose and require students to carry out hands-on research and practice experiential learning within the program.","
										"
188, , , , , , , , , , ,"
							","
											0"
189, , , , , , , , , , ,"
								To develop communication skills facilitating perception, analysis and diagnosis of business situations and enhance the required ability in tackling them.","
										"
190, , , , , , , , , , ,"
							","
											 "
191, , , , , , , , , , ,"
								To provide students with the means to understand and foresee future developments of business organizations within and outside Pakistan.","
									"
192, , , , , , , , , , ,"
						","
								"
193, , , , , , , , , , ,"
					","
"
194, , , , , , , , , , ,"
						",								
195, , , , , , , , , , ,"30 km Talagang Road, Mianwali, 42250, Pakistan","
									"
196, , , , , , , , , , ,"
					","
										"
197, , , , , , , , , , ,"
						","
											Semester 3"
198, , , , , , , , , , ,"+92(0)459-236995 Ext. 101, 107","
									"
199, , , , , , , , , , ,"
					","
									"
200, , , , , , , , , , ,"
						","
										"
201, , , , , , , , , , ,info@namal.edu.pk,"
											Code"
202, , , , , , , , , , ,"
					","
										"
203, , , , , , , , , , ,"
						","
											Course"
204, , , , , , , , , , ,Namal Knowledge City,"
										"
205, , , , , , , , , , ,"
				","
											Theory"
206, , , , , , , , , , ,"
				    ","
										"
207, , , , , , , , , , ,"
						","
											Lab"
208, , , , , , , , , , ,Apply Online,"
										"
209, , , , , , , , , , ,"
				    ","
											Pre-req"
210, , , , , , , , , , ,"
					","
									"
211, , , , , , , , , , ,"
						","
								"
212, , , , , , , , , , ,Academic Calendar,"
								"
213, , , , , , , , , , ,"
					","
									"
214, , , , , , , , , , ,"
						","
										"
215, , , , , , , , , , ,Contribute,"
											SS-103"
216, , , , , , , , , , ,"
					","
										"
217, , , , , , , , , , ,"
						","
											Pakistan Studies"
218, , , , , , , , , , ,Faculty,"
										"
219, , , , , , , , , , ,"
					
				","
											3"
220, , , , , , , , , , ,"
					","
										"
221, , , , , , , , , , ,"
						","
											0"
222, , , , , , , , , , ,NULMS,"
										"
223, , , , , , , , , , ,"
					","
											 "
224, , , , , , , , , , ,"
						","
									"
225, , , , , , , , , , ,Library,"
									"
226, , , , , , , , , , ,"
					","
										"
227, , , , , , , , , , ,"
						","
											ENG-110"
228, , , , , , , , , , ,Student Socities,"
										"
229, , , , , , , , , , ,"
					","
											Oral Communication"
230, , , , , , , , , , ,"
						","
										"
231, , , , , , , , , , ,Facilities,"
											3"
232, , , , , , , , , , ,"
				","
										"
233, , , , , , , , , , ,"
		","
											0"
234, , , , , , , , , , ,"
			","
										"
235, , , , , , , , , , , ,"
											 "
236, , , , , , , , , , , ,"
									"
237, , , , , , , , , , , ,"
									"
238, , , , , , , , , , ,"
		","
										"
239, , , , , , , , , , ,"
			","
											GS-100"
240, , , , , , , , , , , ,"
										"
241, , , , , , , , , , , ,"
											Principles of Science"
242, , , , , , , , , , , ,"
										"
243, , , , , , , , , , ,"
		","
											3"
244, , , , , , , , , , ,"
			","
										"
245, , , , , , , , , , , ,"
											0"
246, , , , , , , , , , , ,"
										"
247, , , , , , , , , , , ,"
											 "
248, , , , , , , , , , ,"
		","
									"
249, , , , , , , , , , ,"
			","
									"
250, , , , , , , , , , , ,"
										"
251, , , , , , , , , , , ,"
											ECO-111"
252, , , , , , , , , , , ,"
										"
253, , , , , , , , , , ,"
		","
											Principles of Macroeconomics"
254, , , , , , , , , , ,"
			","
										"
255, , , , , , , , , , , ,"
											3"
256, , , , , , , , , , , ,"
										"
257, , , , , , , , , , ,"
	","
											0"
258, , , , , , , , , , , ,"
										"
259, , , , , , , , , , , ,"
											 "
260, , , , , , , , , , , ,"
									"
261, , , , , , , , , , , ,"
									"
262, , , , , , , , , , , ,"
										"
263, , , , , , , , , , , ,"
											ACC-210"
264, , , , , , , , , , , ,"
										"
265, , , , , , , , , , , ,"
											Financial Accounting"
266, , , , , , , , , , , ,"
										"
267, , , , , , , , , , , ,"
											3"
268, , , , , , , , , , , ,"
										"
269, , , , , , , , , , , ,"
											0"
270, , , , , , , , , , , ,"
										"
271, , , , , , , , , , , ,"
											 "
272, , , , , , , , , , , ,"
									"
273, , , , , , , , , , , ,"
									"
274, , , , , , , , , , , ,"
										"
275, , , , , , , , , , , ,"
											AGR-210"
276, , , , , , , , , , , ,"
										"
277, , , , , , , , , , , ,"
											Introduction to Agribusiness"
278, , , , , , , , , , , ,"
										"
279, , , , , , , , , , , ,"
											3"
280, , , , , , , , , , , ,"
										"
281, , , , , , , , , , , ,"
											0"
282, , , , , , , , , , , ,"
										"
283, , , , , , , , , , , ,"
											 "
284, , , , , , , , , , , ,"
									"
285, , , , , , , , , , , ,"
									"
286, , , , , , , , , , , ,"
										"
287, , , , , , , , , , , ,"
											 "
288, , , , , , , , , , , ,"
										"
289, , , , , , , , , , , ,"
											18"
290, , , , , , , , , , , ,"
										"
291, , , , , , , , , , , ,"
											0"
292, , , , , , , , , , , ,"
										"
293, , , , , , , , , , , ,"
											 "
294, , , , , , , , , , , ,"
									"
295, , , , , , , , , , , ,"
								"
296, , , , , , , , , , , ,"
"
297, , , , , , , , , , , ,								
298, , , , , , , , , , , ,"
									"
299, , , , , , , , , , , ,"
										"
300, , , , , , , , , , , ,"
											Semester 4"
301, , , , , , , , , , , ,"
									"
302, , , , , , , , , , , ,"
									"
303, , , , , , , , , , , ,"
										"
304, , , , , , , , , , , ,"
											Code"
305, , , , , , , , , , , ,"
										"
306, , , , , , , , , , , ,"
											Course"
307, , , , , , , , , , , ,"
										"
308, , , , , , , , , , , ,"
											Theory"
309, , , , , , , , , , , ,"
										"
310, , , , , , , , , , , ,"
											Lab"
311, , , , , , , , , , , ,"
										"
312, , , , , , , , , , , ,"
											Pre-req"
313, , , , , , , , , , , ,"
									"
314, , , , , , , , , , , ,"
								"
315, , , , , , , , , , , ,"
								"
316, , , , , , , , , , , ,"
									"
317, , , , , , , , , , , ,"
										"
318, , , , , , , , , , , ,"
											MGT0211"
319, , , , , , , , , , , ,"
										"
320, , , , , , , , , , , ,"
											Organizational Behaviour"
321, , , , , , , , , , , ,"
										"
322, , , , , , , , , , , ,"
											3"
323, , , , , , , , , , , ,"
										"
324, , , , , , , , , , , ,"
											0"
325, , , , , , , , , , , ,"
										"
326, , , , , , , , , , , ,"
											 "
327, , , , , , , , , , , ,"
									"
328, , , , , , , , , , , ,"
									"
329, , , , , , , , , , , ,"
										"
330, , , , , , , , , , , ,"
											FIN-210"
331, , , , , , , , , , , ,"
										"
332, , , , , , , , , , , ,"
											Principles of Finance"
333, , , , , , , , , , , ,"
										"
334, , , , , , , , , , , ,"
											3"
335, , , , , , , , , , , ,"
										"
336, , , , , , , , , , , ,"
											0"
337, , , , , , , , , , , ,"
										"
338, , , , , , , , , , , ,"
											 "
339, , , , , , , , , , , ,"
									"
340, , , , , , , , , , , ,"
									"
341, , , , , , , , , , , ,"
										"
342, , , , , , , , , , , ,"
											DAN-110"
343, , , , , , , , , , , ,"
										"
344, , , , , , , , , , , ,"
											Introduction to Data Analytics"
345, , , , , , , , , , , ,"
										"
346, , , , , , , , , , , ,"
											3"
347, , , , , , , , , , , ,"
										"
348, , , , , , , , , , , ,"
											0"
349, , , , , , , , , , , ,"
										"
350, , , , , , , , , , , ,"
											 "
351, , , , , , , , , , , ,"
									"
352, , , , , , , , , , , ,"
									"
353, , , , , , , , , , , ,"
										"
354, , , , , , , , , , , ,"
											ENG-112"
355, , , , , , , , , , , ,"
										"
356, , , , , , , , , , , ,"
											Creative rhetoric and writing"
357, , , , , , , , , , , ,"
										"
358, , , , , , , , , , , ,"
											3"
359, , , , , , , , , , , ,"
										"
360, , , , , , , , , , , ,"
											0"
361, , , , , , , , , , , ,"
										"
362, , , , , , , , , , , ,"
											 "
363, , , , , , , , , , , ,"
									"
364, , , , , , , , , , , ,"
									"
365, , , , , , , , , , , ,"
										"
366, , , , , , , , , , , ,"
											MGT-112"
367, , , , , , , , , , , ,"
										"
368, , , , , , , , , , , ,"
											Personal Effectiveness and Wellbeing"
369, , , , , , , , , , , ,"
										"
370, , , , , , , , , , , ,"
											3"
371, , , , , , , , , , , ,"
										"
372, , , , , , , , , , , ,"
											0"
373, , , , , , , , , , , ,"
										"
374, , , , , , , , , , , ,"
											 "
375, , , , , , , , , , , ,"
									"
376, , , , , , , , , , , ,"
									"
377, , , , , , , , , , , ,"
										"
378, , , , , , , , , , , ,"
											 "
379, , , , , , , , , , , ,"
										"
380, , , , , , , , , , , ,"
											15"
381, , , , , , , , , , , ,"
										"
382, , , , , , , , , , , ,"
											0"
383, , , , , , , , , , , ,"
										"
384, , , , , , , , , , , ,"
											 "
385, , , , , , , , , , , ,"
									"
386, , , , , , , , , , , ,"
								"
387, , , , , , , , , , , ,"
"
388, , , , , , , , , , , ,								
389, , , , , , , , , , , ,"
									"
390, , , , , , , , , , , ,"
										"
391, , , , , , , , , , , ,"
											Semester 5"
392, , , , , , , , , , , ,"
									"
393, , , , , , , , , , , ,"
									"
394, , , , , , , , , , , ,"
										"
395, , , , , , , , , , , ,"
											Code"
396, , , , , , , , , , , ,"
										"
397, , , , , , , , , , , ,"
											Course"
398, , , , , , , , , , , ,"
										"
399, , , , , , , , , , , ,"
											Theory"
400, , , , , , , , , , , ,"
										"
401, , , , , , , , , , , ,"
											Lab"
402, , , , , , , , , , , ,"
										"
403, , , , , , , , , , , ,"
											Pre-req"
404, , , , , , , , , , , ,"
									"
405, , , , , , , , , , , ,"
								"
406, , , , , , , , , , , ,"
								"
407, , , , , , , , , , , ,"
									"
408, , , , , , , , , , , ,"
										"
409, , , , , , , , , , , ,"
											ENG-210"
410, , , , , , , , , , , ,"
										"
411, , , , , , , , , , , ,"
											Business Communication"
412, , , , , , , , , , , ,"
										"
413, , , , , , , , , , , ,"
											3"
414, , , , , , , , , , , ,"
										"
415, , , , , , , , , , , ,"
											0"
416, , , , , , , , , , , ,"
										"
417, , , , , , , , , , , ,"
											 "
418, , , , , , , , , , , ,"
									"
419, , , , , , , , , , , ,"
									"
420, , , , , , , , , , , ,"
										"
421, , , , , , , , , , , ,"
											MKT-321"
422, , , , , , , , , , , ,"
										"
423, , , , , , , , , , , ,"
											Consumer Behaviour"
424, , , , , , , , , , , ,"
										"
425, , , , , , , , , , , ,"
											3"
426, , , , , , , , , , , ,"
										"
427, , , , , , , , , , , ,"
											0"
428, , , , , , , , , , , ,"
										"
429, , , , , , , , , , , ,"
											 "
430, , , , , , , , , , , ,"
									"
431, , , , , , , , , , , ,"
									"
432, , , , , , , , , , , ,"
										"
433, , , , , , , , , , , ,"
											ACC-310"
434, , , , , , , , , , , ,"
										"
435, , , , , , , , , , , ,"
											Managerial Accounting"
436, , , , , , , , , , , ,"
										"
437, , , , , , , , , , , ,"
											3"
438, , , , , , , , , , , ,"
										"
439, , , , , , , , , , , ,"
											0"
440, , , , , , , , , , , ,"
										"
441, , , , , , , , , , , ,"
											 "
442, , , , , , , , , , , ,"
									"
443, , , , , , , , , , , ,"
									"
444, , , , , , , , , , , ,"
										"
445, , , , , , , , , , , ,"
											SS-106"
446, , , , , , , , , , , ,"
										"
447, , , , , , , , , , , ,"
											Iqbaliat"
448, , , , , , , , , , , ,"
										"
449, , , , , , , , , , , ,"
											2"
450, , , , , , , , , , , ,"
										"
451, , , , , , , , , , , ,"
											0"
452, , , , , , , , , , , ,"
										"
453, , , , , , , , , , , ,"
											 "
454, , , , , , , , , , , ,"
									"
455, , , , , , , , , , , ,"
									"
456, , , , , , , , , , , ,"
										"
457, , , , , , , , , , , ,"
											MGT-311"
458, , , , , , , , , , , ,"
										"
459, , , , , , , , , , , ,"
											Technology and innovation"
460, , , , , , , , , , , ,"
										"
461, , , , , , , , , , , ,"
											3"
462, , , , , , , , , , , ,"
										"
463, , , , , , , , , , , ,"
											0"
464, , , , , , , , , , , ,"
										"
465, , , , , , , , , , , ,"
											 "
466, , , , , , , , , , , ,"
									"
467, , , , , , , , , , , ,"
									"
468, , , , , , , , , , , ,"
										"
469, , , , , , , , , , , ,"
											 "
470, , , , , , , , , , , ,"
										"
471, , , , , , , , , , , ,"
											14"
472, , , , , , , , , , , ,"
										"
473, , , , , , , , , , , ,"
											0"
474, , , , , , , , , , , ,"
										"
475, , , , , , , , , , , ,"
											 "
476, , , , , , , , , , , ,"
									"
477, , , , , , , , , , , ,"
								"
478, , , , , , , , , , , ,"
"
479, , , , , , , , , , , ,								
480, , , , , , , , , , , ,"
									"
481, , , , , , , , , , , ,"
										"
482, , , , , , , , , , , ,"
											Semester 6"
483, , , , , , , , , , , ,"
									"
484, , , , , , , , , , , ,"
									"
485, , , , , , , , , , , ,"
										"
486, , , , , , , , , , , ,"
											Code"
487, , , , , , , , , , , ,"
										"
488, , , , , , , , , , , ,"
											Course"
489, , , , , , , , , , , ,"
										"
490, , , , , , , , , , , ,"
											Theory"
491, , , , , , , , , , , ,"
										"
492, , , , , , , , , , , ,"
											Lab"
493, , , , , , , , , , , ,"
										"
494, , , , , , , , , , , ,"
											Pre-req"
495, , , , , , , , , , , ,"
									"
496, , , , , , , , , , , ,"
								"
497, , , , , , , , , , , ,"
								"
498, , , , , , , , , , , ,"
									"
499, , , , , , , , , , , ,"
										"
500, , , , , , , , , , , ,"
											MGT-312"
501, , , , , , , , , , , ,"
										"
502, , , , , , , , , , , ,"
											Fundamental of Operations"
503, , , , , , , , , , , ,"
										"
504, , , , , , , , , , , ,"
											3"
505, , , , , , , , , , , ,"
										"
506, , , , , , , , , , , ,"
											0"
507, , , , , , , , , , , ,"
										"
508, , , , , , , , , , , ,"
											 "
509, , , , , , , , , , , ,"
									"
510, , , , , , , , , , , ,"
									"
511, , , , , , , , , , , ,"
										"
512, , , , , , , , , , , ,"
											AGR-401"
513, , , , , , , , , , , ,"
										"
514, , , , , , , , , , , ,"
											Global food system and agriculture"
515, , , , , , , , , , , ,"
										"
516, , , , , , , , , , , ,"
											3"
517, , , , , , , , , , , ,"
										"
518, , , , , , , , , , , ,"
											0"
519, , , , , , , , , , , ,"
										"
520, , , , , , , , , , , ,"
											 "
521, , , , , , , , , , , ,"
									"
522, , , , , , , , , , , ,"
									"
523, , , , , , , , , , , ,"
										"
524, , , , , , , , , , , ,"
											SS-111"
525, , , , , , , , , , , ,"
										"
526, , , , , , , , , , , ,"
											Introduction to Sociology"
527, , , , , , , , , , , ,"
										"
528, , , , , , , , , , , ,"
											3"
529, , , , , , , , , , , ,"
										"
530, , , , , , , , , , , ,"
											0"
531, , , , , , , , , , , ,"
										"
532, , , , , , , , , , , ,"
											 "
533, , , , , , , , , , , ,"
									"
534, , , , , , , , , , , ,"
									"
535, , , , , , , , , , , ,"
										"
536, , , , , , , , , , , ,"
											SS-107"
537, , , , , , , , , , , ,"
										"
538, , , , , , , , , , , ,"
											Urdu Literature"
539, , , , , , , , , , , ,"
										"
540, , , , , , , , , , , ,"
											3"
541, , , , , , , , , , , ,"
										"
542, , , , , , , , , , , ,"
											0"
543, , , , , , , , , , , ,"
										"
544, , , , , , , , , , , ,"
											 "
545, , , , , , , , , , , ,"
									"
546, , , , , , , , , , , ,"
									"
547, , , , , , , , , , , ,"
										"
548, , , , , , , , , , , ,"
											FIN-310"
