,Current_Page_Url,Title,Links,Images_with_url,Paragraph,Heading1,Heading2,Heading3,Heading4,Heading5,UnorderList,TableData
0,https://namal.edu.pk/apply,Namal Institute,https://namal.edu.pk/,https://namal.edu.pk/uploads/logo22869383.png,Please visit our fundraising website below:,Admissions, , , ,To Contribute,"
    ", 
1, , ,https://namal.edu.pk/academic-calendar,https://namal.edu.pk/uploads/logo4980416.png,"
	Thank you for your interest in Namal Institute. Admissions are officially open now. Last date to apply for Namal is ","
	Namal Admissions 2021", , , ,"
					Visiting Namal",Academic Calendar, 
2, , ,https://namal.edu.pk/people#faculty, ,., , , , ,"
					Important Links","
    ", 
3, , ,https://namal.edu.pk/quality-enhancement-cell, ,"
	", , , , ,"
					Resources",|, 
4, , ,https://lms.namal.edu.pk/, , , , , , , ,"   
    ", 
5, , ,http://library.namal.edu.pk/, , , , , , , ,Faculty, 
6, , ,https://namal.edu.pk/contact-us, , , , , , , ,"
    ", 
7, , ,#about, , , , , , , ,|, 
8, , ,https://namal.edu.pk/chairmans-message, , , , , , , ,"
    ", 
9, , ,https://namal.edu.pk/vision-and-mission, , , , , , , ,QEC, 
10, , ,https://namal.edu.pk/core-values, , , , , , , ,"
    ", 
11, , ,https://namal.edu.pk/the-namal-story, , , , , , , ,|, 
12, , ,https://namal.edu.pk/namal-knowledge-city, , , , , , , ,"
    ", 
13, , ,https://namal.edu.pk/people, , , , , , , ,NULMS, 
14, , ,https://namal.edu.pk/quality-enhancement-cell, , , , , , , ,"
    ", 
15, , ,#academics, , , , , , , ,|, 
16, , ,https://namal.edu.pk/academic-calendar, , , , , , , ,"
    ", 
17, , ,https://namal.edu.pk/student-handbook, , , , , , , ,Library, 
18, , ,#departments, , , , , , , ,"
    ", 
19, , ,#, , , , , , , ,|, 
20, , ,https://namal.edu.pk/department-of-electrical-engineering, , , , , , , ,"
    ", 
21, , ,https://namal.edu.pk/department-of-computer-science, , , , , , , ,Contact Us, 
22, , ,https://namal.edu.pk/department-of-business-studies, , , , , , , ,"
", 
