,Current_Page_Url,Title,Links,Images_with_url,Paragraph,Heading1,Heading2,Heading3,Heading4,Heading5
0,https://namal.edu.pk/event,Namal Institute,https://namal.edu.pk/,https://namal.edu.pk/uploads/logo22869383.png,Please visit our fundraising website below:,Event, , , ,To Contribute
1, , ,https://namal.edu.pk/academic-calendar,https://namal.edu.pk/uploads/eventAndNewsImg/list1039895.jpg,Latest From Namal, , , , ,"
					Visiting Namal"
2, , ,https://namal.edu.pk/people#faculty,https://namal.edu.pk/uploads/eventAndNewsImg/list4181260.jpg,Managing stress and related psychological issues in University, , , , ,"
					Important Links"
3, , ,https://namal.edu.pk/quality-enhancement-cell,https://namal.edu.pk/uploads/eventAndNewsImg/list8197337.jpg,Seminar on Innovation & Commercialization of Final Year Project, , , , ,"
					Resources"
4, , ,https://lms.namal.edu.pk/,https://namal.edu.pk/uploads/eventAndNewsImg/list1144627.jpg,Entrepreneurship: Opportunities and Challenges, , , , , 
5, , ,http://library.namal.edu.pk/,https://namal.edu.pk/uploads/eventAndNewsImg/list7575618.jpg,Importance of communication in business studies, , , , , 
6, , ,https://namal.edu.pk/contact-us,https://namal.edu.pk/uploads/eventAndNewsImg/list5186436.jpg,The Seminar on Self Grooming, , , , , 
7, , ,#about,https://namal.edu.pk/uploads/eventAndNewsImg/list6929382.jpg,Professional Development Training, , , , , 
8, , ,https://namal.edu.pk/chairmans-message,https://namal.edu.pk/uploads/eventAndNewsImg/list657637.jpg,Theme Dinner, , , , , 
9, , ,https://namal.edu.pk/vision-and-mission,https://namal.edu.pk/uploads/eventAndNewsImg/list1919441.jpg,Inter-House Football Competition, , , , , 
10, , ,https://namal.edu.pk/core-values,https://namal.edu.pk/uploads/eventAndNewsImg/list2472940.jpg,Eid Milad-un-Nabi, , , , , 
11, , ,https://namal.edu.pk/the-namal-story,https://namal.edu.pk/uploads/eventAndNewsImg/list5964607.jpg,Tasweer-o-graphy, , , , , 
12, , ,https://namal.edu.pk/namal-knowledge-city,https://namal.edu.pk/uploads/eventAndNewsImg/list4383908.jpg,Plantation Drive, , , , , 
13, , ,https://namal.edu.pk/people,https://namal.edu.pk/uploads/logo4980416.png,Namal's very first incubation center ICON, , , , , 
