,Current_Page_Url,Title,Links,Images_with_url,Paragraph,Heading1,Heading2,Heading3,Heading4,Heading5
0,https://namal.edu.pk/event/entrepreneurship-opportunities-and-challenges-6358,Namal Institute,https://namal.edu.pk/,https://namal.edu.pk/uploads/logo22869383.png,Please visit our fundraising website below:,Event, ,Entrepreneurship: Opportunities and Challenges, ,To Contribute
1, , ,https://namal.edu.pk/academic-calendar,https://namal.edu.pk/uploads/eventAndNewsImg/detail6278639.jpg,Latest From Namal,Recent Events, , , ,"
					Visiting Namal"
2, , ,https://namal.edu.pk/people#faculty,https://namal.edu.pk/uploads/logo4980416.png,"
	Universities play a crucial role in underpinning innovation and entrepreneurial activities. That is why at Namal we provide the conditions, facilities that are conducive to fostering innovative ideas. In this regard, Namal's Office of Research Innovation and Commercialization hosted a Seminar on Entrepreneurship to support the development of new ideas among the student body. Mr. Hassan Syed was invited from Pakistan's largest incubation platform and the seminar was attended by a large number of students.",02, , , ,"
					Important Links"
3, , ,https://namal.edu.pk/quality-enhancement-cell, ,Managing stress and related psychological issues in University,19, , , ,"
					Resources"
4, , ,https://lms.namal.edu.pk/, ,Seminar on Innovation & Commercialization of Final Year Project,17, , , , 
5, , ,http://library.namal.edu.pk/, ,Importance of communication in business studies,12, , , , 
6, , ,https://namal.edu.pk/contact-us, ,The Seminar on Self Grooming,06, , , , 
7, , ,#about, ,Professional Development Training, , , , , 
8, , ,https://namal.edu.pk/chairmans-message, , , , , , , 
9, , ,https://namal.edu.pk/vision-and-mission, , , , , , , 
10, , ,https://namal.edu.pk/core-values, , , , , , , 
11, , ,https://namal.edu.pk/the-namal-story, , , , , , , 
12, , ,https://namal.edu.pk/namal-knowledge-city, , , , , , , 
13, , ,https://namal.edu.pk/people, , , , , , , 
14, , ,https://namal.edu.pk/quality-enhancement-cell, , , , , , , 
15, , ,#academics, , , , , , , 
16, , ,https://namal.edu.pk/academic-calendar, , , , , , , 
17, , ,https://namal.edu.pk/student-handbook, , , , , , , 
18, , ,#departments, , , , , , , 
19, , ,#, , , , , , , 
20, , ,https://namal.edu.pk/department-of-electrical-engineering, , , , , , , 
21, , ,https://namal.edu.pk/department-of-computer-science, , , , , , , 
22, , ,https://namal.edu.pk/department-of-business-studies, , , , , , , 
23, , ,https://namal.edu.pk/department-of-mathematics, , , , , , , 
24, , ,#, , , , , , , 
25, , ,https://namal.edu.pk/office-of-the-registrar, , , , , , , 
26, , ,https://namal.edu.pk/office-of-the-coe, , , , , , , 
27, , ,https://namal.edu.pk/office-of-the-treasurer, , , , , , , 
28, , ,#admissions, , , , , , , 
29, , ,https://namal.edu.pk/apply, , , , , , , 
30, , ,https://namal.edu.pk/why-namal, , , , , , , 
31, , ,https://namal.edu.pk/admission-timeline, , , , , , , 
32, , ,https://namal.edu.pk/admission-criteria, , , , , , , 
33, , ,https://namal.edu.pk/entry-test-guidelines, , , , , , , 
34, , ,https://namal.edu.pk/financial-aid, , , , , , , 
35, , ,https://namal.edu.pk/fee-structure, , , , , , , 
36, , ,https://namal.edu.pk/deposit-slip, , , , , , , 
37, , ,https://namal.edu.pk/faqs, , , , , , , 
38, , ,#life-at-namal, , , , , , , 
39, , ,https://namal.edu.pk/workshops-and-seminars, , , , , , , 
40, , ,https://namal.edu.pk/facilities, , , , , , , 
41, , ,https://namal.edu.pk/green-namal, , , , , , , 
42, , ,https://namal.edu.pk/news-events, , , , , , , 
43, , ,https://namal.edu.pk/apply, , , , , , , 
44, , ,, , , , , , , 
45, , ,https://www.namalknowledgecity.com/, , , , , , , 
46, , ,https://namal.edu.pk/academic-calendar, , , , , , , 
47, , ,https://namal.edu.pk/people#faculty, , , , , , , 
48, , ,https://namal.edu.pk/quality-enhancement-cell, , , , , , , 
49, , ,https://lms.namal.edu.pk/, , , , , , , 
50, , ,http://library.namal.edu.pk/, , , , , , , 
51, , ,https://namal.edu.pk/contact-us, , , , , , , 
52, , ,#, , , , , , , 
53, , ,#, , , , , , , 
54, , ,https://namal.edu.pk/event/managing-stress-and-related-psychological-issues-in-university-0508, , , , , , , 
55, , ,https://namal.edu.pk/event/seminar-on-innovation-commercialization-of-final-year-project-9104, , , , , , , 
56, , ,https://namal.edu.pk/event/importance-of-communication-in-business-studies-3199, , , , , , , 
57, , ,https://namal.edu.pk/event/the-seminar-on-self-grooming-8015, , , , , , , 
58, , ,https://namal.edu.pk/event/professional-development-training-5953, , , , , , , 
59, , ,/, , , , , , , 
60, , ,https://www.namalknowledgecity.com, , , , , , , 
61, , ,https://namal.edu.pk/apply, , , , , , , 
62, , ,/academic-calendar, , , , , , , 
63, , ,, , , , , , , 
64, , ,/people#faculty, , , , , , , 
65, , ,https://nulms.namal.edu.pk, , , , , , , 
66, , ,http://library.namal.edu.pk, , , , , , , 
67, , ,#!, , , , , , , 
68, , ,/facilities, , , , , , , 
69, , ,https://www.facebook.com/NAmalInstitute/, , , , , , , 
70, , ,https://twitter.com/namaledu, , , , , , , 
71, , ,https://www.instagram.com/namalknowledgecity/, , , , , , , 
72, , ,mailto:info@namal.edu.pk, , , , , , , 
73, , ,https://www.youtube.com/channel/UCWfFHczAYAn-mfqMgmmKsVQ, , , , , , , 
74, , ,https://forecast7.com/en/32d6771d81/namal/, , , , , , , 
75, , ,https://namal.edu.pk/, , , , , , , 
