,Current_Page_Url,Title,Links,Images_with_url,Paragraph,Heading1,Heading2,Heading3,Heading4,Heading5,UnorderList,TableData
0,https://namal.edu.pk/fee-structure,Namal Institute,https://namal.edu.pk/,https://namal.edu.pk/uploads/logo22869383.png,Please visit our fundraising website below:,Admissions, , , ,To Contribute,"
    ","
		"
1, , ,https://namal.edu.pk/academic-calendar,https://namal.edu.pk/uploads/logo4980416.png,"
	", , , , ,"
	",Academic Calendar,"
			"
2, , ,https://namal.edu.pk/people#faculty, ,"
	Bank account details are provided below:", , , , ,"
					Visiting Namal","
    ","
				"
3, , ,https://namal.edu.pk/quality-enhancement-cell, ,"
	", , , , ,"
					Important Links",|,"
					PARTICULARS"
4, , ,https://lms.namal.edu.pk/, , Muslim Commercial Bank (MCB) Ltd., , , , ,"
					Resources","   
    ","
				"
5, , ,http://library.namal.edu.pk/, ,"
	", , , , , ,Faculty,"
					CATEGORY"
6, , ,https://namal.edu.pk/contact-us, , Namal Institute Mianwali Fee Collection, , , , , ,"
    ","
				"
7, , ,#about, ,"
	", , , , , ,|,"
					AMOUNT (PKR)"
8, , ,https://namal.edu.pk/chairmans-message, , 1121930011000966, , , , , ,"
    ","
			"
9, , ,https://namal.edu.pk/vision-and-mission, ,"
	", , , , , ,QEC,"
		"
10, , ,https://namal.edu.pk/core-values, , , , , , , ,"
    ","
		"
11, , ,https://namal.edu.pk/the-namal-story, , , , , , , ,|,"
			"
12, , ,https://namal.edu.pk/namal-knowledge-city, , , , , , , ,"
    ","
				"
13, , ,https://namal.edu.pk/people, , , , , , , ,NULMS,"
					Admission Processing Fee"
14, , ,https://namal.edu.pk/quality-enhancement-cell, , , , , , , ,"
    ","
				"
15, , ,#academics, , , , , , , ,|,"
					Non-Refundable"
16, , ,https://namal.edu.pk/academic-calendar, , , , , , , ,"
    ","
				"
17, , ,https://namal.edu.pk/student-handbook, , , , , , , ,Library,"
					500/-"
18, , ,#departments, , , , , , , ,"
    ","
			"
19, , ,#, , , , , , , ,|,"
			"
20, , ,https://namal.edu.pk/department-of-electrical-engineering, , , , , , , ,"
    ","
				"
21, , ,https://namal.edu.pk/department-of-computer-science, , , , , , , ,Contact Us,"
					Admission Fee"
22, , ,https://namal.edu.pk/department-of-business-studies, , , , , , , ,"
","
				"
23, , ,https://namal.edu.pk/department-of-mathematics, , , , , , , ,"
        ","
					Non-Refundable"
24, , ,#, , , , , , , ,About        ,"
				"
25, , ,https://namal.edu.pk/office-of-the-registrar, , , , , , , ,        ,"
					10,000/-"
26, , ,https://namal.edu.pk/office-of-the-coe, , , , , , , ,"
                ","
			"
27, , ,https://namal.edu.pk/office-of-the-treasurer, , , , , , , ,"

                      ","
			"
28, , ,#admissions, , , , , , , ,Chairman's Message,"
				"
29, , ,https://namal.edu.pk/apply, , , , , , , ,"
                            ","
					Admission Security Fee"
30, , ,https://namal.edu.pk/why-namal, , , , , , , ,Vision And Mission,"
				"
31, , ,https://namal.edu.pk/admission-timeline, , , , , , , ,"
                            ","
					Refundable"
32, , ,https://namal.edu.pk/admission-criteria, , , , , , , ,Core Values,"
				"
33, , ,https://namal.edu.pk/entry-test-guidelines, , , , , , , ,"
                            ","
					10,000/-"
34, , ,https://namal.edu.pk/financial-aid, , , , , , , ,The Namal Story,"
			"
35, , ,https://namal.edu.pk/fee-structure, , , , , , , ,"
                            ","
			"
36, , ,https://namal.edu.pk/deposit-slip, , , , , , , ,Namal Knowledge City,"
				"
37, , ,https://namal.edu.pk/faqs, , , , , , , ,"
                            ","
					Tuition Fee"
38, , ,#life-at-namal, , , , , , , ,People,"
				"
39, , ,https://namal.edu.pk/workshops-and-seminars, , , , , , , ,"
                            ","
					Per Year"
40, , ,https://namal.edu.pk/facilities, , , , , , , ,Quality Enhancement Cell,"
				"
41, , ,https://namal.edu.pk/green-namal, , , , , , , ,"
                      ","
					400,000/- "
42, , ,https://namal.edu.pk/news-events, , , , , , , ,"	
            ",Scholarships Available (Merit and Need Based)
43, , ,https://namal.edu.pk/apply, , , , , , , ,"
        ","
			"
44, , ,, , , , , , , ,Academics        ,"
			"
45, , ,https://www.namalknowledgecity.com/, , , , , , , ,        ,"
				"
46, , ,https://namal.edu.pk/academic-calendar, , , , , , , ,"
                ","
					Examination Fee"
47, , ,https://namal.edu.pk/people#faculty, , , , , , , ,"

                      ","
				"
48, , ,https://namal.edu.pk/quality-enhancement-cell, , , , , , , ,Academic Calendar,"
					Per Year"
49, , ,https://lms.namal.edu.pk/, , , , , , , ,"
                            ","
				"
50, , ,http://library.namal.edu.pk/, , , , , , , ,Student Handbook,"
					2000/-"
51, , ,https://namal.edu.pk/contact-us, , , , , , , ,"
                      ","
			"
52, , ,https://namal.edu.pk/apply, , , , , , , ,"	
            ","
			"
53, , ,https://namal.edu.pk/why-namal, , , , , , , ,"
        ","
				"
54, , ,https://namal.edu.pk/admission-timeline, , , , , , , ,Departments        ,"
					Laboratory + Library Fee"
55, , ,https://namal.edu.pk/admission-criteria, , , , , , , ,        ,"
				"
56, , ,https://namal.edu.pk/entry-test-guidelines, , , , , , , ,"
                ","
					Per Year"
57, , ,https://namal.edu.pk/financial-aid, , , , , , , ,"

                      ","
				"
58, , ,https://namal.edu.pk/fee-structure, , , , , , , ,Academic Departments,"
					3000/-"
59, , ,https://namal.edu.pk/deposit-slip, , , , , , , ,"
              ","
			"
60, , ,https://namal.edu.pk/faqs, , , , , , , ,"
                            ","
			"
61, , ,#, , , , , , , ,Department Of Electrical Engineering,"
				"
62, , ,#, , , , , , , ,"
                            ","
					Hostel Fee"
63, , ,https://namal.edu.pk/ckEditorImages/uploads/userfiles/Finance%20Policies.pdf, , , , , , , ,Department Of Computer Science,"
				"
64, , ,https://namal.edu.pk/ckEditorImages/uploads/userfiles/deposit_slip.pdf, , , , , , , ,"
                            ","
					3 - 6 Beds Per Year"
65, , ,/, , , , , , , ,Department Of Business Studies,"
				"
66, , ,https://www.namalknowledgecity.com, , , , , , , ,"
                            ","
					18,000/-"
67, , ,https://namal.edu.pk/apply, , , , , , , ,Department Of Mathematics,"
			"
68, , ,/academic-calendar, , , , , , , ,"
                            ","
			"
69, , ,, , , , , , , ,"
              
              ","
				"
70, , ,/people#faculty, , , , , , , ,"
                            ","
					Hostel Security Fee"
71, , ,https://nulms.namal.edu.pk, , , , , , , ,Administrative Departments,"
				"
72, , ,http://library.namal.edu.pk, , , , , , , ,"
              ","
					Refundable"
73, , ,#!, , , , , , , ,"
                            ","
				"
74, , ,/facilities, , , , , , , ,Office Of The Registrar,"
					5000/-"
75, , ,https://www.facebook.com/NAmalInstitute/, , , , , , , ,"
                            ","
			"
76, , ,https://twitter.com/namaledu, , , , , , , ,Office Of The CoE,"
		"
77, , ,https://www.instagram.com/namalknowledgecity/, , , , , , , ,"
                            ","
	"
78, , ,mailto:info@namal.edu.pk, , , , , , , ,Office Of The Treasurer, 
79, , ,https://www.youtube.com/channel/UCWfFHczAYAn-mfqMgmmKsVQ, , , , , , , ,"
                            ", 
80, , ,https://forecast7.com/en/32d6771d81/namal/, , , , , , , ,"
              
              ", 
